sample_id,step,t,w_t,geo_loss,grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,effective_guidance_ratio,guidance_mode,mu,alpha
0,0,0.015625,0.0,2.366940498352051,0.11509416252374649,2071.598388671875,0.0,2071.598388671875,0.0,relative,0.01,0.0
0,1,0.046875,0.0,2.3597121238708496,0.11873456090688705,2064.541259765625,0.0,2064.541259765625,0.0,relative,0.01,0.0
0,2,0.078125,0.0,2.3517448902130127,0.12259615212678909,2062.130859375,0.0,2062.130859375,0.0,relative,0.01,0.0
0,3,0.109375,0.0,2.3429415225982666,0.12670138478279114,2061.258056640625,0.0,2061.258056640625,0.0,relative,0.01,0.0
0,4,0.140625,0.0,2.333113431930542,0.1310698539018631,2059.098388671875,0.0,2059.098388671875,0.0,relative,0.01,0.0
0,5,0.171875,0.0,2.32210373878479,0.1357206404209137,2054.786865234375,0.0,2054.786865234375,0.0,relative,0.01,0.0
0,6,0.203125,0.0,2.309664487838745,0.1406661868095398,2058.802734375,0.0,2058.802734375,0.0,relative,0.01,0.0
0,7,0.234375,0.0,2.295462131500244,0.1459522843360901,2053.304931640625,0.0,2053.304931640625,0.0,relative,0.01,0.0
0,8,0.265625,0.0,2.2791244983673096,0.15157651901245117,2051.3232421875,0.0,2051.3232421875,0.0,relative,0.01,0.0
0,9,0.296875,0.0,2.26008677482605,0.15757949650287628,2055.769287109375,0.0,2055.769287109375,0.0,relative,0.01,0.0
0,10,0.328125,0.0,2.2381327152252197,0.164030060172081,2055.54248046875,0.0,2055.54248046875,0.0,relative,0.01,0.0
0,11,0.359375,0.0,2.212693691253662,0.17095138132572174,2057.402099609375,0.0,2057.402099609375,0.0,relative,0.01,0.0
0,12,0.390625,0.0,2.18308424949646,0.17841167747974396,2041.5267333984375,0.0,2041.5267333984375,0.0,relative,0.01,0.0
0,13,0.421875,0.0,2.148099899291992,0.18637467920780182,2051.16015625,0.0,2051.16015625,0.0,relative,0.01,0.0
0,14,0.453125,0.0,2.106736183166504,0.1950226128101349,2045.0020751953125,0.0,2045.0020751953125,0.0,relative,0.01,0.0
0,15,0.484375,0.0,2.0574183464050293,0.20426812767982483,2049.101318359375,0.0,2049.101318359375,0.0,relative,0.01,0.0
0,16,0.515625,0.0009765625,1.9982236623764038,0.21404434740543365,2031.6231689453125,0.0,2031.6231689453125,0.0,relative,0.01,0.0
0,17,0.546875,0.0087890625,1.9267427921295166,0.22394782304763794,2038.139892578125,0.0,2038.139892578125,0.0,relative,0.01,0.0
0,18,0.578125,0.0244140625,1.8393230438232422,0.23395708203315735,2041.0634765625,0.0,2041.0634765625,0.0,relative,0.01,0.0
0,19,0.609375,0.0478515625,1.731384038925171,0.24416503310203552,2046.2637939453125,0.0,2046.2637939453125,0.0,relative,0.01,0.0
0,20,0.640625,0.0791015625,1.597705364227295,0.25520777702331543,2045.079833984375,0.0,2045.079833984375,0.0,relative,0.01,0.0
0,21,0.671875,0.1181640625,1.438368797302246,0.26767244935035706,2045.6766357421875,0.0,2045.6766357421875,0.0,relative,0.01,0.0
0,22,0.703125,0.1650390625,1.2618260383605957,0.27991482615470886,2046.5572509765625,0.0,2046.5572509765625,0.0,relative,0.01,0.0
0,23,0.734375,0.2197265625,1.0908019542694092,0.28403571248054504,2045.5616455078125,0.0,2045.5616455078125,0.0,relative,0.01,0.0
0,24,0.765625,0.2822265625,0.9570325613021851,0.2677447199821472,2051.417724609375,0.0,2051.417724609375,0.0,relative,0.01,0.0
0,25,0.796875,0.3525390625,0.8849911093711853,0.2077566683292389,2054.208251953125,0.0,2054.208251953125,0.0,relative,0.01,0.0
0,26,0.828125,0.4306640625,0.8838537335395813,0.12077626585960388,2061.32177734375,0.0,2061.32177734375,0.0,relative,0.01,0.0
0,27,0.859375,0.5166015625,0.8985698819160461,0.03910856693983078,2067.88330078125,0.0,2067.88330078125,0.0,relative,0.01,0.0
