candidate_id,hard_seismic_rmse,rank,observation,observation_sha256,predicted_observation_sha256,hard_model_sha256,condition_violations
candidate_000567,0.03161826729774475,1,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,7b359e4d5e5cb83cd23afd4add66055168313cda77e15f329a1b759dbf70c308,6fe9c496eb23ec867a61c8841502886810698ba87cf30f24815277cf612e451b,0
candidate_000484,0.03323502093553543,2,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,40b14f518e68461b5d51984592a2223d236588872c9336ee0af93a6e29d891bf,9e40d82a935e535986751bc3640aa29c457bd18961d6e5b760d984a36c1ebb29,0
candidate_000413,0.03355767950415611,3,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,059d1b0e557bd14a7cca883e0f8775c1777f992a9249883a6f6b7bdfd2417010,2cb4ce34edbf4d7c4f3a9032d36b6b9a69aad72970a03f298a5eea81130a7874,0
candidate_000640,0.03364172205328941,4,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,0c2e0623dd267938e269a7fe3d5de462c187878ff39399302fe7dee5e3f6b2d9,d5e0927d2b335f2b9379e6d290389e5909a3c928b8af9a20e794009c108ddb67,0
candidate_000126,0.03366587311029434,5,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,8ece4ad2213e5da7e8eea78354aebcf625a4cbe14d39cb4cedcff475473dece3,75186812caded84f62a6fc59161c6e3b9990e46b80f7d41d0dd843fcca6d1f18,0
candidate_000775,0.03490997478365898,6,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,207f79cf23a2446b8a3ff73472c6bbd2ceddad71429a8c7f838cd2ddc0f3463d,17f40ce0d3a29ad0682756deb3ac85e5ea59d6d580050b2c956ff169fd70f1ea,0
candidate_000236,0.03530087694525719,7,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,062c084e63c1886f8af08fb635aaed9e5d0b4d6e083d4a6f2fed38d4faf0ffdd,e95a2524d5abf9abbf49b30bd306f7955d3d3ae9ca22111bc1604b363e830ef0,0
candidate_000448,0.035857778042554855,8,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,6f95c0cb1bdd453c38fd79e3d7df7e351480e33d32c89e5892130c592ece08e7,d4b75edcd78750edaa76801e2b18b706c75e8eec174395214725eacf5e7ece73,0
candidate_000003,0.03611011058092117,9,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,7987bdd1e51d49bc568e8cd9e9220ec93fa437e94317384ceb2bf50d9cd914bd,cfb470fd309ae030b0a50179bd02d9bc5e5f0e7863ba37fed3a475508506b162,0
candidate_000638,0.036574237048625946,10,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,7a57932b65b2054cc614c0c8842b797dcf051415cbb79c8d01293b77045934ea,9daec878901796632932c411575847a8b0f9a251ece166f6ade48f4b66813bc9,0
candidate_000367,0.03674422577023506,11,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,9bad41b80d9282e4dc9d7f8b86ec0b8c13589b41f97d12f0d53610b196bd8bd2,348b4d0e51fafd59412a1b350e1a669d6f045de9e5fafae1e2b60c264ae6bba5,0
candidate_000414,0.03674846515059471,12,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,555f58cbb4461b5acab7fad97d5b15e9f11d7ce8ba0a840af6df5d1c1b0508f0,36385f9c518ebc9e1a9953648454e205238601a574f2f05e46d3ef1f433d2b0d,0
candidate_000744,0.03675409033894539,13,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,4393e031a49a7c3ba7df17585c3cecc46087bdc2cb92520998cd009d86584f01,5d3106c32abf125d9e01717ef4766af391c940dd2aa7b26564a4c90d3715dea5,0
candidate_000961,0.036828361451625824,14,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,c61926390cdd897f2a9a249fe5e2c4d3b052ca8c3ae0fea871aa0b81c62533d4,2ff7386ea996fc6e8104a1d31be73e3fb65e02946e25eacd9c08d4e01fef34e0,0
candidate_000175,0.037138476967811584,15,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,0c3d3d4cb3bbc49d3e7c5bcf68a5437b7c71cb5ec5392f9377bf3c8a9d697953,6e63a96cc44fb53d3f43ee826be612f96f750f56d9733bd2f3a66f32680a9224,0
candidate_000803,0.03718917444348335,16,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,df8a2a24729abf028e23bc4f24c3ad7c8684b28e7b7d359676d58add0117f4b3,99f311c4936c1527a1a8cf46034d3d4f7efdbd267d4e21133316787a9d9f5258,0
candidate_000991,0.03724868968129158,17,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,22c889e3d283f096a6b0725077a5da86df87cf5537a4459da224b934e6ccf11b,4883b446ed8ae51ae0770f240a65f0a4dfef6c1675153ec0e49858dcfba8bcf0,0
candidate_000645,0.037426263093948364,18,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,843116737a794f5852c22dadfd6d80a1f31254c44be1360cb8e401354a38335f,c1a6de7c3b602effb4817b09f0ab4fbdd0fa83c81379c8bd3ad1877d7f6deebf,0
candidate_000928,0.037489909678697586,19,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,b9f3c7b5c2396c853a129ecd59edb306d700983957a19cb9d787d1c3d8144ae9,1bc64e151ee3acaa73075355957a6509dd777f6c24b1c51d6829bcdcbaacc270,0
candidate_001021,0.037527721375226974,20,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,099255f3474d13a13d84ea64996a1b8334d18e1940834b75f55c644b3e8ed061,26f9bab510a9043e31011fe78337a5dcd23f7b286bbe250d098c6b08bf2c773c,0
candidate_000154,0.03754286468029022,21,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,2357754887afe857b7ae822ef58a6ff22ccfac50e8a306135ee56e3414caeccf,1f147619b511dad444a13e883d04117b074c6b755b68f561808d69cbb85f5344,0
candidate_001005,0.03755636885762215,22,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,430aeac5bc0e9b1bf7af6ed56d2624823e1d4c6cbc50109e2ed3ee4eaa8c0f73,f81cbf0ea268e50a1f368c97d62d8c6091af8bd9863154d00bd1ee2db6f64e64,0
candidate_000476,0.0376000851392746,23,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,b8cb7fa920d31bbdbceb0c0d7d8a96718a9683dcd8977bcedec3e67e02d7b480,3326a3ce4c9074c5584ccd18797a6e8d38a94867be258ec0b9fa54406690e570,0
candidate_000982,0.037694450467824936,24,correct,68735e1b83f85a9b3ec70b1bce49a69fca83d948a073626584530b3a48851d28,cf21d3376a12174fd5a2e4d37fdf58c1b2e4136997b40449a8f967ebc684c780,aee6faa37f02a0098951e1d4a4e8985aeb5962a8042850b85dc0dcb1cb9dde1c,0
